"participant.id_in_session","condition","session_id","subsession.round_number","participant_number","item_number","answers","target","network_size","Answers_clean"
4,"random","fq1gn8j7",4,"p94","reordered_keywords_4","rounded on top",0,24,"round top"
4,"random","fq1gn8j7",9,"p94","reordered_keywords_1","a dragon head",0,24,"dragon"
4,"random","fq1gn8j7",9,"p94","reordered_keywords_4","antennae",1,24,"antenna"
5,"random","fq1gn8j7",2,"p95","reordered_keywords_1","spi",0,24,"spi"
5,"random","fq1gn8j7",2,"p95","reordered_keywords_4","horned snail",0,24,"horn snail"
5,"random","fq1gn8j7",3,"p95","reordered_keywords_1","shield",1,24,"shield"
5,"random","fq1gn8j7",3,"p95","reordered_keywords_4","insect",0,24,"insect"
5,"random","fq1gn8j7",9,"p95","reordered_keywords_1","shield",1,24,"shield"
5,"random","fq1gn8j7",9,"p95","reordered_keywords_4","insect",0,24,"insect"
6,"random","fq1gn8j7",7,"p96","reordered_keywords_1","shield",1,24,"shield"
6,"random","fq1gn8j7",7,"p96","reordered_keywords_4","bug",0,24,"bug"
6,"random","fq1gn8j7",8,"p96","reordered_keywords_1","shield",1,24,"shield"
6,"random","fq1gn8j7",8,"p96","reordered_keywords_4","antennae",1,24,"antenna"
6,"random","fq1gn8j7",9,"p96","reordered_keywords_1","pointy tie",0,24,"pointy tie"
6,"random","fq1gn8j7",9,"p96","reordered_keywords_4","antennae",1,24,"antenna"
7,"random","fq1gn8j7",4,"p97","reordered_keywords_1","shield",1,24,"shield"
7,"random","fq1gn8j7",4,"p97","reordered_keywords_4","antennae",1,24,"antenna"
7,"random","fq1gn8j7",6,"p97","reordered_keywords_1","shield",1,24,"shield"
7,"random","fq1gn8j7",6,"p97","reordered_keywords_4","antennae",1,24,"antenna"
7,"random","fq1gn8j7",9,"p97","reordered_keywords_1","shield",1,24,"shield"
7,"random","fq1gn8j7",9,"p97","reordered_keywords_4","antennae",1,24,"antenna"
8,"random","fq1gn8j7",6,"p98","reordered_keywords_1","seahorse",0,24,"seahorse"
8,"random","fq1gn8j7",6,"p98","reordered_keywords_4","snail eyes",0,24,"snail eye"
8,"random","fq1gn8j7",7,"p98","reordered_keywords_1","seahorse",0,24,"seahorse"
8,"random","fq1gn8j7",7,"p98","reordered_keywords_4","snail eyes",0,24,"snail eye"
8,"random","fq1gn8j7",9,"p98","reordered_keywords_1","sea horse",0,24,"sea horse"
8,"random","fq1gn8j7",9,"p98","reordered_keywords_4","snail eyes",0,24,"snail eye"
9,"random","fq1gn8j7",5,"p99","reordered_keywords_4","snail",0,24,"snail"
9,"random","fq1gn8j7",9,"p99","reordered_keywords_1","club",0,24,"club"
9,"random","fq1gn8j7",9,"p99","reordered_keywords_4","fallopian tubes",0,24,"fallopian tube"
1,"ws","e4n3narf",3,"p127","reordered_keywords_1","shield",1,24,"shield"
1,"ws","e4n3narf",3,"p127","reordered_keywords_4","antennae",1,24,"antenna"
1,"ws","e4n3narf",5,"p127","reordered_keywords_1","shield",1,24,"shield"
1,"ws","e4n3narf",5,"p127","reordered_keywords_4","antennae",1,24,"antenna"
1,"ws","e4n3narf",10,"p127","reordered_keywords_1","shield",1,24,"shield"
1,"ws","e4n3narf",10,"p127","reordered_keywords_4","antennae",1,24,"antenna"
2,"ws","e4n3narf",4,"p128","reordered_keywords_1","shield",1,24,"shield"
2,"ws","e4n3narf",4,"p128","reordered_keywords_4","antennae",1,24,"antenna"
2,"ws","e4n3narf",10,"p128","reordered_keywords_1","shield",1,24,"shield"
2,"ws","e4n3narf",10,"p128","reordered_keywords_4","antennae",1,24,"antenna"
3,"ws","e4n3narf",7,"p129","reordered_keywords_1","spiky mirror",0,24,"spiky mirror"
3,"ws","e4n3narf",7,"p129","reordered_keywords_4","snail heads",0,24,"snail"
3,"ws","e4n3narf",10,"p129","reordered_keywords_1","spiky mirror",0,24,"spiky mirror"
3,"ws","e4n3narf",10,"p129","reordered_keywords_4","snail heads",0,24,"snail"
4,"ws","e4n3narf",6,"p130","reordered_keywords_1","shield",1,24,"shield"
4,"ws","e4n3narf",6,"p130","reordered_keywords_4","antennae",1,24,"antenna"
4,"ws","e4n3narf",10,"p130","reordered_keywords_1","shield",1,24,"shield"
4,"ws","e4n3narf",10,"p130","reordered_keywords_4","antennae",1,24,"antenna"
5,"ws","e4n3narf",5,"p131","reordered_keywords_1","shield",1,24,"shield"
5,"ws","e4n3narf",5,"p131","reordered_keywords_4","antennae",1,24,"antenna"
5,"ws","e4n3narf",10,"p131","reordered_keywords_1","shield",1,24,"shield"
5,"ws","e4n3narf",10,"p131","reordered_keywords_4","antennae",1,24,"antenna"
6,"ws","e4n3narf",6,"p132","reordered_keywords_1","spiky mirror",0,24,"spiky mirror"
6,"ws","e4n3narf",6,"p132","reordered_keywords_4","antennae",1,24,"antenna"
6,"ws","e4n3narf",10,"p132","reordered_keywords_1","shield",1,24,"shield"
6,"ws","e4n3narf",10,"p132","reordered_keywords_4","antennae",1,24,"antenna"
7,"ws","e4n3narf",10,"p133","reordered_keywords_1","shield",1,24,"shield"
7,"ws","e4n3narf",10,"p133","reordered_keywords_4","antennae",1,24,"antenna"
8,"ws","e4n3narf",5,"p134","reordered_keywords_1","shield",1,24,"shield"
8,"ws","e4n3narf",5,"p134","reordered_keywords_4","antennae",1,24,"antenna"
8,"ws","e4n3narf",10,"p134","reordered_keywords_1","shield",1,24,"shield"
8,"ws","e4n3narf",10,"p134","reordered_keywords_4","antennae",1,24,"antenna"
9,"ws","e4n3narf",10,"p135","reordered_keywords_1","shield",1,24,"shield"
9,"ws","e4n3narf",10,"p135","reordered_keywords_4","anteanne",0,24,"anteanne"
10,"ws","e4n3narf",6,"p136","reordered_keywords_1","shield",1,24,"shield"
10,"ws","e4n3narf",6,"p136","reordered_keywords_4","antennae",1,24,"antenna"
10,"ws","e4n3narf",10,"p136","reordered_keywords_1","shield",1,24,"shield"
10,"ws","e4n3narf",10,"p136","reordered_keywords_4","antennae",1,24,"antenna"
11,"ws","e4n3narf",5,"p137","reordered_keywords_1","dragon",0,24,"dragon"
11,"ws","e4n3narf",5,"p137","reordered_keywords_4","snail",0,24,"snail"
11,"ws","e4n3narf",10,"p137","reordered_keywords_1","shield",1,24,"shield"
11,"ws","e4n3narf",10,"p137","reordered_keywords_4","antennae",1,24,"antenna"
12,"ws","e4n3narf",6,"p138","reordered_keywords_1","shield",1,24,"shield"
12,"ws","e4n3narf",6,"p138","reordered_keywords_4","antennae",1,24,"antenna"
12,"ws","e4n3narf",7,"p138","reordered_keywords_1","shield",1,24,"shield"
12,"ws","e4n3narf",7,"p138","reordered_keywords_4","antennae",1,24,"antenna"
12,"ws","e4n3narf",10,"p138","reordered_keywords_1","tie",0,24,"tie"
12,"ws","e4n3narf",10,"p138","reordered_keywords_4","heart",0,24,"heart"
13,"ws","e4n3narf",4,"p139","reordered_keywords_1","dragon head",0,24,"dragon"
13,"ws","e4n3narf",4,"p139","reordered_keywords_4","bug",0,24,"bug"
13,"ws","e4n3narf",7,"p139","reordered_keywords_1","dragon",0,24,"dragon"
13,"ws","e4n3narf",7,"p139","reordered_keywords_4","snail",0,24,"snail"
13,"ws","e4n3narf",10,"p139","reordered_keywords_1","dragon",0,24,"dragon"
13,"ws","e4n3narf",10,"p139","reordered_keywords_4","snail",0,24,"snail"
14,"ws","e4n3narf",5,"p140","reordered_keywords_1","dragon",0,24,"dragon"
14,"ws","e4n3narf",5,"p140","reordered_keywords_4","piercing",0,24,"pierce"
14,"ws","e4n3narf",6,"p140","reordered_keywords_1","shield",1,24,"shield"
14,"ws","e4n3narf",10,"p140","reordered_keywords_1","dragon",0,24,"dragon"
14,"ws","e4n3narf",10,"p140","reordered_keywords_4","antennae",1,24,"antenna"
15,"ws","e4n3narf",6,"p141","reordered_keywords_1","beak",0,24,"beak"
15,"ws","e4n3narf",6,"p141","reordered_keywords_4","swans",0,24,"swan"
15,"ws","e4n3narf",7,"p141","reordered_keywords_1","dragon",0,24,"dragon"
15,"ws","e4n3narf",7,"p141","reordered_keywords_4","shield",0,24,"shield"
15,"ws","e4n3narf",10,"p141","reordered_keywords_1","dragon",0,24,"dragon"
15,"ws","e4n3narf",10,"p141","reordered_keywords_4","piercing",0,24,"pierce"
16,"ws","e4n3narf",8,"p142","reordered_keywords_1","shield",1,24,"shield"
16,"ws","e4n3narf",8,"p142","reordered_keywords_4","snail head",0,24,"snail"
16,"ws","e4n3narf",9,"p142","reordered_keywords_1","shield",1,24,"shield"
16,"ws","e4n3narf",9,"p142","reordered_keywords_4","snails",0,24,"snail"
16,"ws","e4n3narf",10,"p142","reordered_keywords_1","shield",1,24,"shield"
16,"ws","e4n3narf",10,"p142","reordered_keywords_4","snails",0,24,"snail"
17,"ws","e4n3narf",7,"p143","reordered_keywords_1","mirror",0,24,"mirror"
17,"ws","e4n3narf",7,"p143","reordered_keywords_4","snail head",0,24,"snail"
17,"ws","e4n3narf",9,"p143","reordered_keywords_1","spook7 mirror",0,24,"spook mirror"
17,"ws","e4n3narf",9,"p143","reordered_keywords_4","antennae",1,24,"antenna"
17,"ws","e4n3narf",10,"p143","reordered_keywords_1","snails",0,24,"snail"
17,"ws","e4n3narf",10,"p143","reordered_keywords_4","antennae",1,24,"antenna"
18,"ws","e4n3narf",6,"p144","reordered_keywords_1","mirror",0,24,"mirror"
18,"ws","e4n3narf",6,"p144","reordered_keywords_4","snail heads",0,24,"snail"
18,"ws","e4n3narf",10,"p144","reordered_keywords_1","mirror",0,24,"mirror"
18,"ws","e4n3narf",10,"p144","reordered_keywords_4","snails",0,24,"snail"
19,"ws","e4n3narf",8,"p145","reordered_keywords_1","mirror",0,24,"mirror"
19,"ws","e4n3narf",8,"p145","reordered_keywords_4","antennae",1,24,"antenna"
19,"ws","e4n3narf",10,"p145","reordered_keywords_1","mirror",0,24,"mirror"
19,"ws","e4n3narf",10,"p145","reordered_keywords_4","antennae",1,24,"antenna"
